video_id,kelompok,comment_id,author,teks_asli,teks_bersih,jumlah_kata,jumlah_like,published_at,sentimen,confidence_score
76qp5w9uDeE,KAI_KRL,Ugwx4jtUY0cEDIMwZjp4AaABAg,@achmadnk2605,Ini pelajaran berharga bagi seluruh rakyat Indonesia agar lebih meningkatkan kewaspadaan kepedulian dan kepatuhan terhadap peraturan lalu lintas terkhusus di persimpangan jalur kereta api karena akibat sangat sangat sangat fatal. Jangan suka nyelonong kalau sudah ada sinyal kereta mau lewat lebih berhenti dan menunggu kereta lewat terlebih dahulu demi keselamatan kita bersama.,Ini pelajaran berharga bagi seluruh rakyat Indonesia agar lebih meningkatkan kewaspadaan kepedulian dan kepatuhan terhadap peraturan lalu lintas terkhusus di persimpangan jalur kereta api karena akibat sangat sangat sangat fatal. Jangan suka nyelonong kalau sudah ada sinyal kereta mau lewat lebih berhenti dan menunggu kereta lewat terlebih dahulu demi keselamatan kita bersama.,52,1,2026-04-28T04:25:17Z,POSITIF,0.7126
76qp5w9uDeE,KAI_KRL,Ugz8MIQE13gMTGMd2Px4AaABAg,@analaflora8478,"Setelah dilakukan penelitian penyebab kejadian, pihak2 terkait PT KAI terutama kementerian perhubungan harus melakukan perbaikan sistem secara komprehensif dalam tata kelola transportasi secara umum agar mengedepankan keselamatan.","Setelah dilakukan penelitian penyebab kejadian, pihak2 terkait PT KAI terutama kementerian perhubungan harus melakukan perbaikan sistem secara komprehensif dalam tata kelola transportasi secara umum agar mengedepankan keselamatan.",27,0,2026-04-28T04:00:23Z,NETRAL,0.9884
76qp5w9uDeE,KAI_KRL,UgyXHKcMEa-F49z3wfR4AaABAg,@Hahahanikina,Tetap pemicu diperiksa apakah ada tindak pidana kesengajaan melanggar rambu2. Tapi PT KAI harus bertanggungjawab juga kenapa sistem komunikasi antar operator tidak real time sehingga terjadi benturan yg seharusnya bisa dicegah oleh Argo Bromo.,Tetap pemicu diperiksa apakah ada tindak pidana kesengajaan melanggar rambu2. Tapi PT KAI harus bertanggungjawab juga kenapa sistem komunikasi antar operator tidak real time sehingga terjadi benturan yg seharusnya bisa dicegah oleh Argo Bromo.,34,4,2026-04-28T04:04:57Z,NEGATIF,0.7759
76qp5w9uDeE,KAI_KRL,Ugy-CJDsxmMX_20DKnB4AaABAg,@AkangRizky,Pihak KAI Harus Tuntut Perusahaan Taksi Hijaunya,Pihak KAI Harus Tuntut Perusahaan Taksi Hijaunya,7,0,2026-04-28T04:00:18Z,NETRAL,0.9944
76qp5w9uDeE,KAI_KRL,UgxPF9KZ7Xb9vIP15JF4AaABAg,@anifamily6524,"Pak perbaiki deh pintu perlintasan sebidang tutup aja demi keamanan bersama, jgn armada aja yg diperbaiki..sistem keselamatan jg hrs diperhatikan","Pak perbaiki deh pintu perlintasan sebidang tutup aja demi keamanan bersama, jgn armada aja yg diperbaiki..sistem keselamatan jg hrs diperhatikan",20,1,2026-04-28T04:23:43Z,NETRAL,0.6161
76qp5w9uDeE,KAI_KRL,UgzyAKy0zlsLQHXIvqd4AaABAg,@ojaksitorus277,"Beda comuter yg nabrak taksi comuter baru, sedangkan comuter yg di tabrak KAJJ comuter lama. Ada 2 kejadian.","Beda comuter yg nabrak taksi comuter baru, sedangkan comuter yg di tabrak KAJJ comuter lama. Ada 2 kejadian.",18,0,2026-04-28T04:26:08Z,NETRAL,0.9713
76qp5w9uDeE,KAI_KRL,Ugz6l_k_EAcHkb6Lg5l4AaABAg,@widihandoko5502,Pliss jangan ada lagi yg suka menerobos palang Kereta Api. 😢😢😢😢😢,Pliss jangan ada lagi yg suka menerobos palang Kereta Api.,10,0,2026-04-28T11:08:12Z,NEGATIF,0.9644
76qp5w9uDeE,KAI_KRL,UgzYOHCX1sTOUPHTGhh4AaABAg,@dwiagusyulianto2376,Mobil atau motor mogok di atas rel sudah sering terjadi .. Masinis KRL pastilah sudah menginfokan ada kendala di area tsb .. apakah info tsb dengan cepat sampai ke pusat informasi KAI .. intinya Komunikasi Informasi KAI harus di perbaiki,Mobil atau motor mogok di atas rel sudah sering terjadi .. Masinis KRL pastilah sudah menginfokan ada kendala di area tsb .. apakah info tsb dengan cepat sampai ke pusat informasi KAI .. intinya Komunikasi Informasi KAI harus di perbaiki,40,0,2026-04-28T05:13:25Z,NEGATIF,0.8138
76qp5w9uDeE,KAI_KRL,UgyWl2n3L8NY78jzPQ54AaABAg,@riobtg112,Boikot kendaraan listrik masuk indonesia seblum banyak korban selanjutnya,Boikot kendaraan listrik masuk indonesia seblum banyak korban selanjutnya,9,0,2026-04-28T04:17:46Z,NEGATIF,0.8743
76qp5w9uDeE,KAI_KRL,UgxjPHh4ca7xdFXs33x4AaABAg,@aahsumiati6037,Gaji gede kerja ogah itulah para petinggi kia,Gaji gede kerja ogah itulah para petinggi kia,8,0,2026-04-28T20:19:04Z,NEGATIF,0.9927
76qp5w9uDeE,KAI_KRL,UgwB7xIqaC6JgpD7xeF4AaABAg,@MohammadRizal-u6r,Knp gak di tabrak aja taksinya ...paling yg ringsek taksinya drpd ngorbanin kereta,Knp gak di tabrak aja taksinya ...paling yg ringsek taksinya drpd ngorbanin kereta,13,1,2026-04-28T04:57:22Z,NEGATIF,0.986
76qp5w9uDeE,KAI_KRL,Ugw8EfPL5c9kFgPy9Td4AaABAg,@setiyonugroho2008,"Persinyalannya error atau masinis argo bromo yg error?
Jika persinyalannya error, kenapa bisa error. Ngeri sekali kalau sistem persinyalan error dan tidak ada sistem keselamatannya. Bakal banyak kemungkinan tabrakan kereta, apalagi di jalur² padat/sibuk. 
Jika masinis error, kok bisa sinyal yg berlapis (sinyal muka, sinyal masuk stasiun, dan sinyal keluar stasiun) dilanggar semua?
Sungguh membingungkan","Persinyalannya error atau masinis argo bromo yg error? Jika persinyalannya error, kenapa bisa error. Ngeri sekali kalau sistem persinyalan error dan tidak ada sistem keselamatannya. Bakal banyak kemungkinan tabrakan kereta, apalagi di jalur² padat sibuk. Jika masinis error, kok bisa sinyal yg berlapis sinyal muka, sinyal masuk stasiun, dan sinyal keluar stasiun dilanggar semua? Sungguh membingungkan",56,0,2026-04-28T04:07:34Z,NEGATIF,0.9955
LI3iOP-9VCc,KAI_KRL,Ugx9r400PLQXbCfBtg94AaABAg,@yuliani955,"Innalillahi wainnailahi rojiun, semoga para korban segera mendapatkan pertolongan","Innalillahi wainnailahi rojiun, semoga para korban segera mendapatkan pertolongan",9,0,2026-04-28T00:17:17Z,NETRAL,0.9345
LI3iOP-9VCc,KAI_KRL,Ugxxes6L6ZNsOlZJHQ14AaABAg,@feriromero8744,"ini semua tidak terjadi bila ada komukasi yang baik, turut berduka cita semoga korban mendapat santunan masing² 5 miliar untuk keluarga yang ditinggalkan bentuk dari pertanggung jawaban negara.","ini semua tidak terjadi bila ada komukasi yang baik, turut berduka cita semoga korban mendapat santunan masing² 5 miliar untuk keluarga yang ditinggalkan bentuk dari pertanggung jawaban negara.",28,6,2026-04-28T02:02:15Z,NETRAL,0.6846
LI3iOP-9VCc,KAI_KRL,UgzyaWpSEr1upNm-SZ14AaABAg,@motu2037,p.o taxi harus tanggung jawab..,p.o taxi harus tanggung jawab..,5,6,2026-04-28T00:13:58Z,NEGATIF,0.9287
LI3iOP-9VCc,KAI_KRL,UgwuNbFPQqend-cKKuJ4AaABAg,@MrAbdi04,"Perusahaan taksi harus ikut tanggung jawab sih, meskipun ini juga qodarullah","Perusahaan taksi harus ikut tanggung jawab sih, meskipun ini juga qodarullah",11,2,2026-04-28T03:18:57Z,NEGATIF,0.842
LI3iOP-9VCc,KAI_KRL,Ugz1tIZZFiW5OdDybAp4AaABAg,@hamdanlubischaniago7681,Gilak gilak gilak gilak gilak gilak itu beneran berita gilak,Gilak gilak gilak gilak gilak gilak itu beneran berita gilak,10,0,2026-04-28T07:31:09Z,NEGATIF,0.9925
LI3iOP-9VCc,KAI_KRL,UgyNpH4aYgIBWfcDxbZ4AaABAg,@ikhsanman,Penasaran juga fungsi  PPKA atas kondisi spt inj,Penasaran juga fungsi PPKA atas kondisi spt inj,8,0,2026-04-28T04:23:53Z,NETRAL,0.9391
LI3iOP-9VCc,KAI_KRL,UgxsZvqzgdl-kYh_PC54AaABAg,@teukutaufiq2332,sering banget itu taksi luar bikin masalah di jalur kereta,sering banget itu taksi luar bikin masalah di jalur kereta,10,3,2026-04-28T00:16:22Z,NEGATIF,0.9944
LI3iOP-9VCc,KAI_KRL,UgxlLOEUnY833EnFDHl4AaABAg,@MayTri14,Semua takdir  allah yang  memberi dan  para korban di beri  kekuwat tan  yang masih sehat yang sakit segera allah memberi ke sembuh han amin yang meninggal   masuk dalam sorrgaya allah amin semua itu takdir allah ga ada yang tau ga perlu  siapa yang salah siapa yang benar 😂😂😂😂,Semua takdir allah yang memberi dan para korban di beri kekuwat tan yang masih sehat yang sakit segera allah memberi ke sembuh han amin yang meninggal masuk dalam sorrgaya allah amin semua itu takdir allah ga ada yang tau ga perlu siapa yang salah siapa yang benar,47,1,2026-04-28T00:41:15Z,NEGATIF,0.6973
LI3iOP-9VCc,KAI_KRL,Ugx0AJKQ4WpiBAUsIBt4AaABAg,@ybintangh,Jika sinyal error. Apakah tidak ada cara lain yang pakai Bendera atau pakai apa untuk memberitahu kereta lainnya suruh berhenti? Semoga ini diinvestigasi dan diperbaiki.,Jika sinyal error. Apakah tidak ada cara lain yang pakai Bendera atau pakai apa untuk memberitahu kereta lainnya suruh berhenti? Semoga ini diinvestigasi dan diperbaiki.,25,2,2026-04-28T00:23:54Z,NEGATIF,0.7956
LI3iOP-9VCc,KAI_KRL,Ugwj_YTJ7_8ztk_7yaR4AaABAg,@AgustinusSuharno-b8f,"Evaluasi pertimbangkan gerbong khusus membuat keluarga terpisah dan tidak bisa antisipasi setiap kejadian, sebaiknya jl Ampera ditutup saja.","Evaluasi pertimbangkan gerbong khusus membuat keluarga terpisah dan tidak bisa antisipasi setiap kejadian, sebaiknya jl Ampera ditutup saja.",18,0,2026-04-28T00:59:07Z,NETRAL,0.9556
LI3iOP-9VCc,KAI_KRL,Ugz9hqPhOq9S0u5_OXJ4AaABAg,@Altar89,"turut berduka dan korban luka semoga cepat sembuh ,, prosedur apa bila ada insiden didepan agr kreta diblakangnya berhenti agr tdk terjadi tabrakan","turut berduka dan korban luka semoga cepat sembuh ,, prosedur apa bila ada insiden didepan agr kreta diblakangnya berhenti agr tdk terjadi tabrakan",23,0,2026-04-28T04:25:46Z,NETRAL,0.5555
LI3iOP-9VCc,KAI_KRL,Ugz91XSzPi_ZyKzsbvF4AaABAg,@syad1685,Pasang alarm dong disetiap kereta kalau didepannya kalau ad kereta yg bermasalah nabrak at mogok,Pasang alarm dong disetiap kereta kalau didepannya kalau ad kereta yg bermasalah nabrak at mogok,15,0,2026-04-28T01:21:33Z,NEGATIF,0.8214
LI3iOP-9VCc,KAI_KRL,UgwiZgmVu4nWAD-f1eJ4AaABAg,@wongsosemar67,Buruknya system komunikasi di PT. KAI... 🤔,Buruknya system komunikasi di PT. KAI...,6,0,2026-04-28T00:53:34Z,NEGATIF,0.9797
LI3iOP-9VCc,KAI_KRL,Ugzva5SUfJrHrmfWxbx4AaABAg,@MayTri14,Semua itu musibah  ga ada yang tau haya allah laa yang tau jadi ya tinggal di urus dan  para korban semongga di beri kekuwat tan atas musibah ini 😂😂😂😂,Semua itu musibah ga ada yang tau haya allah laa yang tau jadi ya tinggal di urus dan para korban semongga di beri kekuwat tan atas musibah ini,28,0,2026-04-28T00:38:18Z,NEGATIF,0.9709
LI3iOP-9VCc,KAI_KRL,UgxJd6tmk1Z4iRiC9Sd4AaABAg,@ericsonmarsheel6050,Tanggung jawab itu taksi greenSM (perusahaan nya) dgn PT KAI jg atas kelalaian nya dlm komunikasi antar KRL nya,Tanggung jawab itu taksi greenSM perusahaan nya dgn PT KAI jg atas kelalaian nya dlm komunikasi antar KRL nya,19,1,2026-04-28T01:04:27Z,NEGATIF,0.9405
LI3iOP-9VCc,KAI_KRL,Ugyf0nm1TJr3gOh5a1V4AaABAg,@haniali-999,Mobil listrik perlu di tinjau kembali teknologi mesinnya,Mobil listrik perlu di tinjau kembali teknologi mesinnya,8,1,2026-04-28T01:26:52Z,NETRAL,0.9968
LI3iOP-9VCc,KAI_KRL,UgyLwIDf3V2gWAj0LGp4AaABAg,@sigeblegd975,Ada asuransi nya gak sih itu dri PT Kai nya?,Ada asuransi nya gak sih itu dri PT Kai nya?,10,0,2026-04-28T00:16:35Z,NETRAL,0.9711
LI3iOP-9VCc,KAI_KRL,UgxRdW7i7Y-Jrk2lkMJ4AaABAg,@harynervo3612,Tapi kenapa saat kejadian KRL menabrak taksi green petugas di peron tidak memberikan sinyal lampu merah untuk KA Argo Bromo yang mau lewat,Tapi kenapa saat kejadian KRL menabrak taksi green petugas di peron tidak memberikan sinyal lampu merah untuk KA Argo Bromo yang mau lewat,23,13,2026-04-28T00:10:57Z,NETRAL,0.9684
LI3iOP-9VCc,KAI_KRL,UgxCLZLpfKNo0c1GIyd4AaABAg,@winnersianipar6192,"DI negeri ini perhatian pada jiwa manusia akan terlihat  sangat luar biasa saat ada terjadi kecelakaan dan bencana tapi sepanjang waktu sebelum ada kejadian rasanya keselamatan tidak penting-penting bangat. 

MOSOK SBG PERUSAAN BESAR SEKELAS PT KAI TIDAK MEMILIKI EMERGENCY SCHEME PADA KONDISI YG DISEBUT PEMICU TABRAKAN YAITU TAKSI HIJAU. MOSOK SOP (SISTEM PERSINYALAN DAN KOMUNIKASI)  TIDAK TERSEDIA PADA KONDISI SEPERTI INI (BERHENTI DARURAT).",DI negeri ini perhatian pada jiwa manusia akan terlihat sangat luar biasa saat ada terjadi kecelakaan dan bencana tapi sepanjang waktu sebelum ada kejadian rasanya keselamatan tidak penting-penting bangat. MOSOK SBG PERUSAAN BESAR SEKELAS PT KAI TIDAK MEMILIKI EMERGENCY SCHEME PADA KONDISI YG DISEBUT PEMICU TABRAKAN YAITU TAKSI HIJAU. MOSOK SOP SISTEM PERSINYALAN DAN KOMUNIKASI TIDAK TERSEDIA PADA KONDISI SEPERTI INI BERHENTI DARURAT .,64,6,2026-04-28T00:15:06Z,NEGATIF,0.9693
LI3iOP-9VCc,KAI_KRL,UgzGpAkArqfa4pBvTOF4AaABAg,@rikhaituljannah1516,jabut izin taksi hijau dari veitnan. Ayo netizen rame2 suruh cabut izin mobil hijau. Merugikan rakyat indonesia.,jabut izin taksi hijau dari veitnan. Ayo netizen rame2 suruh cabut izin mobil hijau. Merugikan rakyat indonesia.,17,25,2026-04-28T00:10:55Z,NEGATIF,0.9952
LI3iOP-9VCc,KAI_KRL,UgzRREEOEGlsXLNSkv54AaABAg,@herikiswadi6882,"Koordinasi kurang tidak sesuai SOP, pasca kejadian kecelakaan tidak segera mengamankan jalur","Koordinasi kurang tidak sesuai SOP, pasca kejadian kecelakaan tidak segera mengamankan jalur",12,0,2026-04-28T04:27:15Z,NEGATIF,0.9428
LI3iOP-9VCc,KAI_KRL,UgzDlBUGc7QEP1tHn8p4AaABAg,@mechanicstooring,kalo stop sebelum masuk ka argo bromonya buk...td kmn pd tidur pd jln2 apa pd ngapain,kalo stop sebelum masuk ka argo bromonya buk...td kmn pd tidur pd jln2 apa pd ngapain,16,0,2026-04-28T09:36:18Z,NETRAL,0.9513
LI3iOP-9VCc,KAI_KRL,UgxpncXPwaE0QtDyTx94AaABAg,@noymuda6132,Pusat kontrol nya ngga punya peringatan dini utk pembatalan keberangkatan ?,Pusat kontrol nya ngga punya peringatan dini utk pembatalan keberangkatan ?,11,0,2026-04-28T01:22:00Z,NEGATIF,0.9645
LI3iOP-9VCc,KAI_KRL,UgzH59RsJyjtrMWiuId4AaABAg,@nowadayslightsum,"1) operator computer line nya minimal buat shift pagi dan malam  ,  2) buat  aturan baru dimana semua kereta yang menuju ke Stasiun  harus mengurangi kecepatan seperti negara tetanga","1 operator computer line nya minimal buat shift pagi dan malam , 2 buat aturan baru dimana semua kereta yang menuju ke Stasiun harus mengurangi kecepatan seperti negara tetanga",29,0,2026-04-28T03:00:15Z,NETRAL,0.9707
LI3iOP-9VCc,KAI_KRL,UgwXfdTU1_St0-IVKuB4AaABAg,@arleigh31burke-zc2om,"Taksi ditabrak kereta dari arah Cikarang, sedangkan Argo Bromo dan krl yg ditabrak sama2 dari arah Jakarta","Taksi ditabrak kereta dari arah Cikarang, sedangkan Argo Bromo dan krl yg ditabrak sama2 dari arah Jakarta",17,0,2026-04-28T00:15:55Z,NETRAL,0.9968
LI3iOP-9VCc,KAI_KRL,UgxVAWfNvlUE5YlGLV54AaABAg,@hariantohardjasaputra8383,"Kecelakaan ini adalah antar KA sendiri, pimpinan KAI apapun alasannya telah melakukan kelalaian dalam pengawasan terhadap sistem keamanan traffic kereta api.","Kecelakaan ini adalah antar KA sendiri, pimpinan KAI apapun alasannya telah melakukan kelalaian dalam pengawasan terhadap sistem keamanan traffic kereta api.",21,0,2026-04-28T00:53:44Z,NEGATIF,0.8352
LI3iOP-9VCc,KAI_KRL,UgyYrFhuje9rzDLAcu94AaABAg,@yana55778,"maaf mau tanya kalo KRL ada asuransinya gk,? hmm,","maaf mau tanya kalo KRL ada asuransinya gk,? hmm,",9,0,2026-04-28T03:41:12Z,NETRAL,0.996
LI3iOP-9VCc,KAI_KRL,Ugzvcy9JAOOX-WN9xTR4AaABAg,@jbb1999,"Bagaimana sistem mencegah tabrakan ini, katakan saja kereta harus berhenti krn emergency, gmana mencegah yg belakang tdk nabrak ya?","Bagaimana sistem mencegah tabrakan ini, katakan saja kereta harus berhenti krn emergency, gmana mencegah yg belakang tdk nabrak ya?",19,0,2026-04-28T00:50:28Z,NEGATIF,0.7315
LI3iOP-9VCc,KAI_KRL,UgxeltwWQ0fP-BY9JTh4AaABAg,@tonokartini8047,Kronologinya seperti apa sih berapa kereta api dan mobil yg terjadi dlm kecelakaan dan jalur satu atau jalur dua,Kronologinya seperti apa sih berapa kereta api dan mobil yg terjadi dlm kecelakaan dan jalur satu atau jalur dua,19,0,2026-04-30T00:16:36Z,NETRAL,0.9896
LI3iOP-9VCc,KAI_KRL,UgyXhkwkkTmGjk_MO-N4AaABAg,@alinconmunthe8569,Ka ada jadwal tetap mending tabrak daripada bnyk korban,Ka ada jadwal tetap mending tabrak daripada bnyk korban,9,0,2026-04-28T07:56:58Z,NEGATIF,0.9298
LI3iOP-9VCc,KAI_KRL,UgyFXVrribdJPcGzDnd4AaABAg,@MhmmdIlyas203,Harusnya kereta api  di pasang radar. Bisa deteksi ke depan jarak radius sekian kilo.  Bisa berhenti kan udah cagih  semoga. Para korban yg meningal  Husnul khotimah yg  luka luka bisa segera sembuh,Harusnya kereta api di pasang radar. Bisa deteksi ke depan jarak radius sekian kilo. Bisa berhenti kan udah cagih semoga. Para korban yg meningal Husnul khotimah yg luka luka bisa segera sembuh,32,0,2026-04-28T02:26:50Z,POSITIF,0.7597
LI3iOP-9VCc,KAI_KRL,UgzYsI8jcpLA_6Tjp2J4AaABAg,@ariindrajaya3849,"Argo , kenapa bisa masuk jalur KRL.?? kan harusnya beda jalur","Argo , kenapa bisa masuk jalur KRL.?? kan harusnya beda jalur",11,0,2026-04-28T00:56:50Z,NETRAL,0.9799
LI3iOP-9VCc,KAI_KRL,UgwlhE-4YCILZDTYmXB4AaABAg,@YantoSugiarto-x9l,Ak8bat rel ganda belum d realisasikan 😂😂😂😂,Ak8bat rel ganda belum d realisasikan,6,0,2026-04-28T00:32:30Z,NETRAL,0.9932
LI3iOP-9VCc,KAI_KRL,UgyQa6ngEB1HPVKDj414AaABAg,@SitiyueSilvi,Taksidisalahin penjaga pintu kmn bosssss..nih sma yg terjadi di tangerang...padahal ada jedabwakti tp oetugas fa tanggap karna yg kerja hasil lelang ..yg ditaroh yg ga bisa apa pa..cuma bisa mencet tombol palng pntu😂,Taksidisalahin penjaga pintu kmn bosssss..nih sma yg terjadi di tangerang...padahal ada jedabwakti tp oetugas fa tanggap karna yg kerja hasil lelang ..yg ditaroh yg ga bisa apa pa..cuma bisa mencet tombol palng pntu,33,0,2026-04-28T00:58:20Z,NEGATIF,0.9336
LI3iOP-9VCc,KAI_KRL,UgwCO5Mtuqwt0fojS9x4AaABAg,@KocakPul-g6s,"yth PT KAI, yang lebih aman saya berpikir sederhana saja , di semua setiap perlintasan di buatkan jembatan layang? jadi lalu lintas KA jalan, demikian juga lalin warga tak ada yg terganggu dan bahaya?trima kasih.","yth PT KAI, yang lebih aman saya berpikir sederhana saja , di semua setiap perlintasan di buatkan jembatan layang? jadi lalu lintas KA jalan, demikian juga lalin warga tak ada yg terganggu dan bahaya?trima kasih.",35,0,2026-04-29T03:19:52Z,POSITIF,0.6701
LI3iOP-9VCc,KAI_KRL,Ugzxic383Vt7G7WuSxV4AaABAg,@TVtutorial16,Usut Manajemen taksi pasti Rekrut asal asal kejar target,Usut Manajemen taksi pasti Rekrut asal asal kejar target,9,0,2026-04-28T08:25:47Z,NEGATIF,0.9787
LI3iOP-9VCc,KAI_KRL,UgzKJFRM7sYzmof82ZB4AaABAg,@AliMukmin-k4n,KLO mau tau  siapa yg salah yaaa kenapa taksi bisa lewat apa gak ada penjaga palang pintu rel kereta,KLO mau tau siapa yg salah yaaa kenapa taksi bisa lewat apa gak ada penjaga palang pintu rel kereta,19,0,2026-04-28T01:09:21Z,NEGATIF,0.8478
LI3iOP-9VCc,KAI_KRL,Ugwq2O2-s7ZQ36OVIIN4AaABAg,@rudyoldman8125,Taksi listrik mogok biang kerok,Taksi listrik mogok biang kerok,5,1,2026-04-28T04:51:17Z,NEGATIF,0.9546
LI3iOP-9VCc,KAI_KRL,UgxN8px9AbRrtm-ivNF4AaABAg,@srimadina5399,"Jangan salahkan orang periksa petugas di stasiun terdekat , ini kan kejadiannya ada jeda waktu , memangnya gk ada komunikasi antara petugas perjalanan dengan masinis","Jangan salahkan orang periksa petugas di stasiun terdekat , ini kan kejadiannya ada jeda waktu , memangnya gk ada komunikasi antara petugas perjalanan dengan masinis",25,0,2026-04-28T01:08:39Z,NEGATIF,0.9806
LI3iOP-9VCc,KAI_KRL,UgzbC55XbnTUPa1clu54AaABAg,@noymuda6132,"Antar krl itu cuma bbrp menit, harusnya jalan dong skenario mundurin jadwalnya","Antar krl itu cuma bbrp menit, harusnya jalan dong skenario mundurin jadwalnya",12,0,2026-04-28T01:22:50Z,NETRAL,0.6793
LI3iOP-9VCc,KAI_KRL,Ugw9aBUa_r4YWCAUM-Z4AaABAg,@OktoIbrahim,"Bismillahirrahmanirrahim 
Kecelakaan KAI antara KRL dan KA Argo Bromo harus di jadikan pelajaran agar jangan sampai terulang kembali di kemudian hari 
Semuanya harus ada SOP nya Safety First ( keselamatan yg paling utama ) komunikasi adalah suatu hal yang sangat penting , ketika ada kecelakaan di perlintasan kereta maka seluruh kereta api yg akan menuju ke arah tersebut harus berhenti baik KRL maupun kereta cepat, informasi ini harus di konfirmasi secara cepat keseluruh kereta api yg akan menuju ke arah tersebut, kalau perlu ada sistem berbasis AI dI LOKOMOTIF yg berbunyi, dan menghentikan sementara kereta api yg akan menuju ke arah tempat kecelakaan tersebut sehingga meminimalisir human eror / kesalahan manusia, karena ingin cepat sampai dll 
Indera waspada negara raharja","Bismillahirrahmanirrahim Kecelakaan KAI antara KRL dan KA Argo Bromo harus di jadikan pelajaran agar jangan sampai terulang kembali di kemudian hari Semuanya harus ada SOP nya Safety First keselamatan yg paling utama komunikasi adalah suatu hal yang sangat penting , ketika ada kecelakaan di perlintasan kereta maka seluruh kereta api yg akan menuju ke arah tersebut harus berhenti baik KRL maupun kereta cepat, informasi ini harus di konfirmasi secara cepat keseluruh kereta api yg akan menuju ke arah tersebut, kalau perlu ada sistem berbasis AI dI LOKOMOTIF yg berbunyi, dan menghentikan sementara kereta api yg akan menuju ke arah tempat kecelakaan tersebut sehingga meminimalisir human eror kesalahan manusia, karena ingin cepat sampai dll Indera waspada negara raharja",117,1,2026-04-28T00:22:06Z,POSITIF,0.8841
LI3iOP-9VCc,KAI_KRL,UgyFGncPoOZgJHAN7Ql4AaABAg,@Bpjssablon,"kepala stasiun bekasi sudah pasti di pecat dari KAI, Karna kelalaian.","kepala stasiun bekasi sudah pasti di pecat dari KAI, Karna kelalaian.",11,0,2026-04-28T00:20:06Z,NEGATIF,0.9711
LI3iOP-9VCc,KAI_KRL,Ugw7sf645leVzQK_7G94AaABAg,@LulusHarmoko,"Innalilahi wa innailaihi roji'un. Evaluasi buat KAI,sungguh sangat fatal kelalaian petugas lalu lintas KAI nya...jgn sampai terulang lagi...rakyat lagi... rakyat lagi yang jadi korban...","Innalilahi wa innailaihi roji'un. Evaluasi buat KAI,sungguh sangat fatal kelalaian petugas lalu lintas KAI nya...jgn sampai terulang lagi...rakyat lagi... rakyat lagi yang jadi korban...",24,1,2026-04-28T00:06:34Z,NEGATIF,0.9938
LI3iOP-9VCc,KAI_KRL,Ugz0O_IWaAmS3tbmoyd4AaABAg,@Nieltan08,"Terlalu mengandalkan teknologi, hingga lupa kalau ada beberapa faktor yg membuat teknologi menjadi error.

Jeda waktu KRL dan Argo berapa lama ? 

Jadi pelajaran kalau satu kejadian harus ""cerdas"" dalam mengambil keputusan","Terlalu mengandalkan teknologi, hingga lupa kalau ada beberapa faktor yg membuat teknologi menjadi error. Jeda waktu KRL dan Argo berapa lama ? Jadi pelajaran kalau satu kejadian harus cerdas dalam mengambil keputusan",32,0,2026-04-28T05:19:38Z,NEGATIF,0.9783
LI3iOP-9VCc,KAI_KRL,UgxJFKig5EXSx5IbVMp4AaABAg,@Brotherhans_official,Lah kok salah taxi doang nih?itu stasiun gak ada yg ngasih sinyal kalo ada kereta yg ada di jalur itu??,Lah kok salah taxi doang nih?itu stasiun gak ada yg ngasih sinyal kalo ada kereta yg ada di jalur itu??,20,0,2026-04-28T00:35:48Z,NEGATIF,0.9909
LI3iOP-9VCc,KAI_KRL,Ugx26upbZcVm3ofZ9bt4AaABAg,@raakivalentino9080,Berapa lama antara insiden taxi sama argo nabrak KRL? Ada indikasi komunikasi yang error ini? Masinis argo bilang melihat sinyal kuning artinya boleh langsung lewat makanya dia gak ngerem begitu masuk stasiun??,Berapa lama antara insiden taxi sama argo nabrak KRL? Ada indikasi komunikasi yang error ini? Masinis argo bilang melihat sinyal kuning artinya boleh langsung lewat makanya dia gak ngerem begitu masuk stasiun??,32,0,2026-04-28T02:09:11Z,NEGATIF,0.8485
LI3iOP-9VCc,KAI_KRL,Ugy4kP2_o7r8xDU55Ol4AaABAg,@kim.da.bagsta,"Lambatnya KAI dalam melakukan penanganan sistem darurat ini adalah sebab utama kecelakaan besar seperti ini bisa terjadi, harus diselidiki dan dipintai pertanggungjawaban nya sehingga hal konyol seperti ini tidak terjadi lagi di masa yg akan datang.","Lambatnya KAI dalam melakukan penanganan sistem darurat ini adalah sebab utama kecelakaan besar seperti ini bisa terjadi, harus diselidiki dan dipintai pertanggungjawaban nya sehingga hal konyol seperti ini tidak terjadi lagi di masa yg akan datang.",36,0,2026-04-28T11:08:58Z,NEGATIF,0.9741
LI3iOP-9VCc,KAI_KRL,Ugym9DakVuzF2ua9Uzh4AaABAg,@subkhancahyadi6417,Pihak perusahaan taxi harus bertanggung jawab atas terpicunya kecelakaan kereta api,Pihak perusahaan taxi harus bertanggung jawab atas terpicunya kecelakaan kereta api,11,3,2026-04-28T00:24:12Z,NETRAL,0.9864
